Latitude,Longitude,VIC_AGE_GROUP,Součet hodnot: Community Districts,OCCUR_TIME,PERP_AGE_GROUP
40.672084,-73.950293,65+,16,1899-12-30 17:01:00,25-44
40.672111,-73.847288,25-44,124,1899-12-30 18:30:00,25-44
40.672196,-73.876027,25-44,45,1899-12-30 00:34:00,(null)
40.672281,-73.809201,25-44,62,1899-12-30 15:50:00,18-24
40.672281,-73.809201,25-44,62,1899-12-30 15:50:00,25-44
40.67235,-73.7642,25-44,41,1899-12-30 18:47:00,25-44
40.672382,-73.892576,25-44,45,1899-12-30 16:00:00,25-44
40.672423,-73.915472,18-24,55,1899-12-30 17:40:00,18-24
40.672544,-73.843226,25-44,124,1899-12-30 05:29:00,25-44
40.672577,-73.873261,25-44,45,1899-12-30 00:35:00,(null)
40.67258227,-73.89121641,18-24,45,1899-12-30 01:16:00,(null)
40.67271591,-73.89031495,18-24,45,1899-12-30 14:35:00,18-24
40.672777,-73.866472,25-44,45,1899-12-30 18:50:00,(null)
40.672789,-73.88094,25-44,45,1899-12-30 19:05:00,18-24
40.673044,-73.943244,25-44,16,1899-12-30 19:03:00,(null)
40.673044,-73.943244,45-64,16,1899-12-30 19:03:00,(null)
40.673053,-73.879107,25-44,45,1899-12-30 02:20:00,(null)
40.673077,-73.869907,18-24,45,1899-12-30 13:00:00,<18
40.67313,-73.936303,25-44,16,1899-12-30 20:39:00,(null)
40.673156,-73.907766,25-44,55,1899-12-30 16:30:00,(null)
40.673228,-73.789452,25-44,41,1899-12-30 06:10:00,18-24
40.673233,-73.904374,18-24,55,1899-12-30 20:49:00,(null)
40.673267,-73.939029,18-24,16,1899-12-30 18:04:00,(null)
40.6734,-73.756691,25-44,41,1899-12-30 02:33:00,(null)
40.673433,-73.803594,25-44,62,1899-12-30 23:40:00,(null)
40.673496,-73.871451,25-44,45,1899-12-30 11:35:00,(null)
40.6735884,-73.96295477,25-44,16,1899-12-30 18:26:00,<18
40.673764,-73.923607,25-44,16,1899-12-30 17:15:00,(null)
40.67386108,-73.88258385,25-44,45,1899-12-30 16:35:00,(null)
40.673916,-73.899768,25-44,45,1899-12-30 05:12:00,25-44
40.673971,-73.872735,18-24,45,1899-12-30 01:50:00,(null)
40.6741545,-73.76839661,25-44,82,1899-12-30 22:14:00,25-44
40.67431365,-73.95008068,25-44,16,1899-12-30 23:35:00,(null)
40.674323,-73.789208,25-44,41,1899-12-30 20:51:00,(null)
40.674597,-73.905533,25-44,55,1899-12-30 00:37:00,(null)
40.674757,-73.880961,25-44,45,1899-12-30 00:51:00,25-44
40.674877,-73.999506,25-44,14,1899-12-30 22:46:00,(null)
40.67505347,-73.94722849,18-24,16,1899-12-30 16:44:00,(null)
40.67505347,-73.94722849,25-44,16,1899-12-30 16:44:00,(null)
40.675129,-73.948615,25-44,16,1899-12-30 20:23:00,(null)
40.675197,-73.961628,<18,16,1899-12-30 19:49:00,(null)
40.67520292,-73.95000071,18-24,16,1899-12-30 10:55:00,(null)
40.675358,-73.738213,25-44,63,1899-12-30 05:04:00,25-44
40.675554,-73.875431,25-44,45,1899-12-30 09:00:00,25-44
40.675608,-73.926656,25-44,16,1899-12-30 13:30:00,(null)
40.675608,-73.926656,25-44,16,1899-12-30 18:05:00,25-44
40.675638,-73.927184,65+,16,1899-12-30 09:32:00,25-44
40.67565,-73.949958,25-44,16,1899-12-30 20:13:00,(null)
40.675719,-73.921496,<18,55,1899-12-30 00:08:00,25-44
40.675719,-73.921496,<18,55,1899-12-30 15:21:00,(null)
40.6757902,-73.90267914,25-44,45,1899-12-30 21:40:00,(null)
40.675882,-73.938805,18-24,16,1899-12-30 23:31:00,(null)
40.676006,-73.904794,18-24,55,1899-12-30 10:17:00,(null)
40.676019,-73.948531,25-44,32,1899-12-30 00:55:00,(null)
40.676019,-73.948531,45-64,32,1899-12-30 00:55:00,(null)
40.67603833,-73.79034193,<18,41,1899-12-30 20:49:00,(null)
40.676179,-73.775862,25-44,41,1899-12-30 22:30:00,25-44
40.67621,-73.923366,18-24,16,1899-12-30 19:34:00,(null)
40.676224,-74.006944,18-24,14,1899-12-30 23:57:00,25-44
40.676224,-74.006944,25-44,14,1899-12-30 10:55:00,(null)
40.676224,-74.006944,45-64,14,1899-12-30 10:55:00,(null)
40.676306,-74.005935,18-24,14,1899-12-30 22:30:00,(null)
40.6763291,-73.86546213,18-24,45,1899-12-30 19:03:00,(null)
40.676388,-74.004922,25-44,14,1899-12-30 18:30:00,18-24
40.676485,-73.94988,25-44,16,1899-12-30 06:21:00,(null)
40.676508,-73.93596,25-44,16,1899-12-30 01:19:00,(null)
40.676521,-73.928998,25-44,16,1899-12-30 21:50:00,25-44
40.6765536,-73.86265324,25-44,45,1899-12-30 22:00:00,18-24
40.676683,-73.889929,18-24,45,1899-12-30 00:23:00,25-44
40.676998,-73.790807,25-44,82,1899-12-30 23:37:00,(null)
40.677017,-73.901694,45-64,45,1899-12-30 22:40:00,(null)
40.67734,-73.822681,25-44,62,1899-12-30 15:50:00,25-44
40.677488,-73.882583,<18,45,1899-12-30 23:30:00,<18
40.677651,-73.842883,45-64,62,1899-12-30 14:26:00,25-44
40.67779,-73.937242,<18,16,1899-12-30 13:36:00,(null)
40.677966,-73.892125,25-44,90,1899-12-30 13:30:00,(null)
40.677966,-73.892125,45-64,90,1899-12-30 13:30:00,(null)
40.67805,-73.913572,25-44,55,1899-12-30 22:43:00,25-44
40.678058,-73.942283,18-24,69,1899-12-30 18:36:00,18-24
40.67813319,-73.76373558,<18,41,1899-12-30 23:20:00,(null)
40.67816786,-73.74649498,45-64,63,1899-12-30 02:18:00,(null)
40.678387,-73.864063,25-44,45,1899-12-30 00:45:00,(null)
40.678448,-73.927951,18-24,69,1899-12-30 17:51:00,25-44
40.67868176,-73.79970022,25-44,41,1899-12-30 23:47:00,(null)
40.678692,-73.888581,18-24,45,1899-12-30 04:00:00,18-24
40.678962,-73.82676,45-64,62,1899-12-30 04:57:00,25-44
40.679236,-73.886871,18-24,90,1899-12-30 03:26:00,45-64
40.679236,-73.886871,25-44,90,1899-12-30 03:26:00,45-64
40.67933379,-73.97532148,<18,14,1899-12-30 00:30:00,(null)
40.679363,-73.912411,25-44,55,1899-12-30 20:15:00,(null)
40.679439,-73.95843,25-44,16,1899-12-30 22:56:00,(null)
40.67956101,-73.89889884,25-44,45,1899-12-30 15:50:00,25-44
40.67963555,-73.94958277,25-44,69,1899-12-30 22:20:00,(null)
40.67982,-73.881764,18-24,45,1899-12-30 20:10:00,25-44
40.679914,-73.940768,18-24,138,1899-12-30 18:55:00,18-24
40.680068,-73.791101,<18,41,1899-12-30 17:01:00,(null)
40.680069,-73.943618,65+,69,1899-12-30 14:19:00,(null)
40.680112,-73.79198,18-24,41,1899-12-30 19:50:00,25-44
40.680147,-73.959819,25-44,32,1899-12-30 06:21:00,(null)
40.680147,-73.959819,45-64,32,1899-12-30 06:21:00,(null)
40.68016244,-73.893187,25-44,45,1899-12-30 03:36:00,45-64
40.68023592,-73.75083163,25-44,63,1899-12-30 14:10:00,25-44
40.680332,-73.930038,25-44,69,1899-12-30 00:45:00,18-24
40.680524,-73.915358,25-44,55,1899-12-30 16:30:00,(null)
40.68057,-73.952463,18-24,69,1899-12-30 01:42:00,(null)
40.68061,-73.9113,25-44,55,1899-12-30 02:33:00,(null)
40.680648,-73.882442,25-44,45,1899-12-30 05:10:00,18-24
40.680672,-73.9271,18-24,69,1899-12-30 03:00:00,(null)
40.68072,-73.979174,18-24,14,1899-12-30 01:20:00,(null)
40.680749,-73.953886,18-24,69,1899-12-30 18:56:00,(null)
40.680844,-73.922352,25-44,69,1899-12-30 21:04:00,(null)
40.680919,-73.908645,<18,55,1899-12-30 15:00:00,(null)
40.680919,-73.908645,<18,55,1899-12-30 18:40:00,25-44
40.680919,-73.908645,18-24,55,1899-12-30 21:15:00,(null)
40.680919,-73.908645,25-44,55,1899-12-30 18:40:00,25-44
40.681071,-73.788718,18-24,41,1899-12-30 21:32:00,18-24
40.681071,-73.788718,18-24,41,1899-12-30 21:32:00,25-44
40.681084,-73.946362,18-24,69,1899-12-30 01:52:00,(null)
40.681365,-73.921073,18-24,69,1899-12-30 02:13:00,<18
40.68137727,-73.9077727,25-44,55,1899-12-30 00:12:00,18-24
40.681573,-73.922486,25-44,69,1899-12-30 00:18:00,(null)
40.681924,-73.733439,25-44,63,1899-12-30 00:22:00,(null)
40.681992,-73.948221,25-44,69,1899-12-30 22:45:00,25-44
40.682139,-73.927407,45-64,69,1899-12-30 23:25:00,25-44
40.682165,-73.905259,18-24,42,1899-12-30 16:00:00,(null)
40.682373,-73.821758,18-24,62,1899-12-30 09:26:00,25-44
40.682398279333,-73.8400721577516,18-24,62,1899-12-30 19:09:00,(null)
40.682446,-73.90965,18-24,110,1899-12-30 04:01:00,25-44
40.683161,-73.983395,<18,14,1899-12-30 23:19:00,(null)
40.683268,-73.930624,25-44,69,1899-12-30 20:41:00,(null)
40.683291,-73.974852,<18,68,1899-12-30 17:27:00,(null)
40.683413,-73.869267,18-24,45,1899-12-30 00:28:00,(null)
40.683474,-73.800346,<18,41,1899-12-30 22:25:00,<18
40.683474,-73.800346,<18,41,1899-12-30 22:25:00,18-24
40.683652,-73.868441,25-44,45,1899-12-30 04:38:00,(null)
40.683723,-73.970979,<18,68,1899-12-30 17:36:00,(null)
40.68376577,-73.98699469,18-24,14,1899-12-30 12:20:00,18-24
40.68376577,-73.98699469,18-24,14,1899-12-30 12:20:00,25-44
40.68376577,-73.98699469,25-44,14,1899-12-30 12:20:00,18-24
40.68376577,-73.98699469,25-44,14,1899-12-30 12:20:00,25-44
40.683967,-73.782834,45-64,41,1899-12-30 21:57:00,(null)
40.68409241,-73.80168507,25-44,41,1899-12-30 19:59:00,<18
40.68409241,-73.80168507,25-44,41,1899-12-30 19:59:00,18-24
40.684302,-73.869901,18-24,45,1899-12-30 02:26:00,18-24
40.684336,-73.927847,18-24,69,1899-12-30 01:15:00,(null)
40.684336,-73.927847,25-44,69,1899-12-30 01:15:00,(null)
40.68441438,-73.86950574,25-44,45,1899-12-30 00:02:00,(null)
40.684637,-73.974101,25-44,68,1899-12-30 14:12:00,25-44
40.684689,-73.781699,18-24,41,1899-12-30 19:50:00,(null)
40.685406,-73.815295,65+,62,1899-12-30 23:30:00,(null)
40.685655,-73.955472,UNKNOWN,69,1899-12-30 08:35:00,25-44
40.685718,-73.878116,18-24,45,1899-12-30 15:20:00,<18
40.685774,-73.864751,25-44,46,1899-12-30 19:35:00,(null)
40.685807,-73.871153,25-44,45,1899-12-30 17:10:00,(null)
40.685957,-73.873848,18-24,45,1899-12-30 15:40:00,25-44
40.685978,-73.923324,25-44,69,1899-12-30 18:58:00,25-44
40.686388,-73.949096,25-44,69,1899-12-30 16:22:00,18-24
40.686458,-73.938732,25-44,69,1899-12-30 01:11:00,25-44
40.68656,-73.869578,45-64,45,1899-12-30 12:01:00,45-64
40.686807,-73.853567,<18,92,1899-12-30 18:19:00,(null)
40.686807,-73.853567,18-24,46,1899-12-30 18:19:00,(null)
40.686807,-73.853567,25-44,46,1899-12-30 18:19:00,(null)
40.686988,-73.980814,25-44,68,1899-12-30 03:34:00,(null)
40.687285,-73.91817,25-44,69,1899-12-30 04:50:00,25-44
40.68732381,-73.83524522,25-44,46,1899-12-30 03:30:00,25-44
40.687724,-73.937489,18-24,69,1899-12-30 00:19:00,(null)
40.687724,-73.937489,25-44,69,1899-12-30 06:20:00,25-44
40.687776,-73.869864,25-44,45,1899-12-30 19:04:00,(null)
40.688207,-73.94633,25-44,69,1899-12-30 01:39:00,25-44
40.688372,-73.727478,25-44,63,1899-12-30 23:50:00,(null)
40.688883,-73.817347,18-24,124,1899-12-30 04:54:00,18-24
40.689014,-73.811429,25-44,62,1899-12-30 21:39:00,18-24
40.689014,-73.811429,25-44,124,1899-12-30 21:39:00,25-44
40.689041,-73.958614,25-44,69,1899-12-30 00:58:00,(null)
40.689129,-73.931787,<18,69,1899-12-30 23:22:00,(null)
40.689129,-73.931787,25-44,138,1899-12-30 23:22:00,(null)
40.689129,-73.931787,45-64,69,1899-12-30 23:22:00,(null)
40.689322,-73.949679,45-64,69,1899-12-30 10:20:00,25-44
40.6894642952604,-73.9240290899499,<18,69,1899-12-30 14:45:00,<18
40.6894642952604,-73.9240290899499,<18,69,1899-12-30 14:45:00,18-24
40.6894642952604,-73.9240290899499,18-24,69,1899-12-30 12:20:00,18-24
40.6894642952604,-73.9240290899499,25-44,69,1899-12-30 17:45:00,(null)
40.689924,-73.937928,18-24,69,1899-12-30 02:18:00,(null)
40.689924,-73.937928,25-44,69,1899-12-30 20:19:00,45-64
40.69,-73.943784,18-24,69,1899-12-30 13:40:00,25-44
40.6901,-73.825477,25-44,92,1899-12-30 01:28:00,25-44
40.690496,-73.959003,18-24,69,1899-12-30 22:41:00,(null)
40.690628,-73.798669,25-44,41,1899-12-30 22:57:00,25-44
40.690747,-73.956814,25-44,69,1899-12-30 21:45:00,25-44
40.690991,-73.93515,45-64,138,1899-12-30 19:40:00,(null)
40.69114,-73.921033,<18,42,1899-12-30 12:30:00,(null)
40.69125,-73.867634,25-44,46,1899-12-30 02:08:00,(null)
40.69128245,-73.79779446,25-44,41,1899-12-30 04:15:00,(null)
40.69231704,-73.88267756,25-44,54,1899-12-30 05:46:00,18-24
40.692334,-73.906973,45-64,42,1899-12-30 18:30:00,25-44
40.692334,-73.906973,45-64,42,1899-12-30 18:30:00,45-64
40.692822,-73.758146,25-44,41,1899-12-30 18:03:00,25-44
40.693035,-73.928275,25-44,84,1899-12-30 21:32:00,25-44
40.693055,-73.757298,25-44,41,1899-12-30 23:24:00,(null)
40.693091,-73.733598,<18,63,1899-12-30 23:41:00,18-24
40.693229,-73.972367,<18,68,1899-12-30 01:58:00,25-44
40.693469,-73.799968,25-44,41,1899-12-30 13:26:00,25-44
40.693523,-73.932668,18-24,69,1899-12-30 01:25:00,(null)
40.69362,-73.763686,18-24,41,1899-12-30 15:57:00,18-24
40.69409002,-73.93426741,25-44,69,1899-12-30 19:00:00,(null)
40.694097,-73.80336,25-44,41,1899-12-30 01:47:00,25-44
40.694181,-73.802536,25-44,41,1899-12-30 01:38:00,25-44
40.694243,-73.976018,18-24,68,1899-12-30 03:36:00,<18
40.694243,-73.976018,18-24,136,1899-12-30 03:36:00,18-24
40.694256,-73.932807,18-24,138,1899-12-30 13:05:00,45-64
40.694256,-73.932807,45-64,138,1899-12-30 13:05:00,45-64
40.694484,-73.902183,18-24,54,1899-12-30 01:25:00,18-24
40.694484,-73.902183,18-24,54,1899-12-30 01:25:00,25-44
40.695007,-73.978093,18-24,68,1899-12-30 18:48:00,<18
40.695026,-73.981393,45-64,68,1899-12-30 20:57:00,25-44
40.69513,-73.973306,18-24,68,1899-12-30 00:41:00,<18
40.695155,-73.974221,25-44,68,1899-12-30 00:15:00,(null)
40.69521717,-73.93748302,18-24,69,1899-12-30 00:30:00,(null)
40.695539,-73.761625,25-44,41,1899-12-30 00:55:00,(null)
40.695894,-73.919288,<18,42,1899-12-30 00:51:00,18-24
40.695921,-73.820586,18-24,92,1899-12-30 04:10:00,(null)
40.695921,-73.820586,25-44,92,1899-12-30 04:10:00,(null)
40.696104,-73.952707,18-24,69,1899-12-30 12:22:00,(null)
40.696104,-73.952707,25-44,69,1899-12-30 12:22:00,(null)
40.696104,-73.952707,25-44,69,1899-12-30 22:22:00,(null)
40.69613097,-73.98710407,<18,68,1899-12-30 13:41:00,<18
40.69614063,-73.97833369,18-24,68,1899-12-30 17:27:00,25-44
40.696171,-73.794633,<18,41,1899-12-30 19:51:00,(null)
40.696171,-73.794633,25-44,41,1899-12-30 16:50:00,(null)
40.69629,-73.744088,<18,63,1899-12-30 16:00:00,<18
40.69629,-73.744088,<18,63,1899-12-30 16:00:00,25-44
40.69629,-73.744088,18-24,63,1899-12-30 16:00:00,<18
40.69629,-73.744088,18-24,63,1899-12-30 16:00:00,25-44
40.69644305,-73.92227067,18-24,42,1899-12-30 04:24:00,18-24
40.69644305,-73.92227067,18-24,42,1899-12-30 04:24:00,25-44
40.69648,-73.900186,25-44,108,1899-12-30 03:55:00,25-44
40.696522,-73.939249,18-24,69,1899-12-30 12:11:00,<18
40.69668853,-73.93779178,18-24,69,1899-12-30 03:07:00,(null)
40.696831,-73.783824,25-44,41,1899-12-30 21:00:00,25-44
40.69683337,-73.74445858,25-44,63,1899-12-30 15:12:00,25-44
40.6969863,-73.93522383,25-44,69,1899-12-30 23:34:00,25-44
40.69718,-73.921547,25-44,42,1899-12-30 00:36:00,(null)
40.697196,-73.935615,18-24,69,1899-12-30 15:56:00,<18
40.697196,-73.935615,18-24,69,1899-12-30 15:56:00,18-24
40.697196,-73.935615,18-24,69,1899-12-30 15:56:00,25-44
40.697394,-73.951286,25-44,69,1899-12-30 22:04:00,25-44
40.697394,-73.951286,45-64,69,1899-12-30 22:04:00,25-44
40.69758364,-73.94964853,25-44,69,1899-12-30 22:23:00,(null)
40.698008,-73.937075,45-64,69,1899-12-30 01:13:00,(null)
40.698381,-73.94255,<18,69,1899-12-30 22:23:00,18-24
40.698695,-73.939859,25-44,69,1899-12-30 18:33:00,25-44
40.698954,-73.79299,18-24,41,1899-12-30 13:36:00,18-24
40.69932415739,-73.831570887672,25-44,46,1899-12-30 07:20:00,(null)
40.69932415739,-73.831570887672,25-44,92,1899-12-30 19:05:00,25-44
40.699374,-73.940499,18-24,69,1899-12-30 17:45:00,25-44
40.699576,-73.82169,<18,92,1899-12-30 21:39:00,(null)
40.699576,-73.82169,18-24,184,1899-12-30 21:39:00,(null)
40.699576,-73.82169,25-44,92,1899-12-30 21:39:00,(null)
40.69959,-73.951729,18-24,69,1899-12-30 15:35:00,18-24
40.699791,-73.983792,25-44,68,1899-12-30 03:01:00,(null)
40.699791,-73.983792,25-44,68,1899-12-30 23:45:00,45-64
40.699831,-73.900862,25-44,54,1899-12-30 02:27:00,25-44
40.700122,-73.75424,18-24,41,1899-12-30 22:37:00,18-24
40.700503,-73.94154,25-44,69,1899-12-30 01:07:00,(null)
40.700503,-73.94154,25-44,69,1899-12-30 23:23:00,(null)
40.700885,-73.807811,18-24,82,1899-12-30 13:46:00,(null)
40.700885,-73.807811,25-44,41,1899-12-30 13:46:00,(null)
40.700985,-73.943733,25-44,36,1899-12-30 20:00:00,<18
40.701026,-73.928311,<18,84,1899-12-30 18:49:00,18-24
40.701314,-73.981796,18-24,68,1899-12-30 22:55:00,25-44
40.701399,-73.983806,25-44,136,1899-12-30 17:58:00,18-24
40.701467,-73.920853,25-44,42,1899-12-30 07:33:00,45-64
40.701477,-73.807904,18-24,41,1899-12-30 01:15:00,(null)
40.701477,-73.94442,18-24,36,1899-12-30 16:09:00,(null)
40.701618,-73.918947,18-24,42,1899-12-30 04:11:00,(null)
40.70165505,-73.9456458,25-44,36,1899-12-30 02:44:00,25-44
40.70178,-73.80657,18-24,41,1899-12-30 21:57:00,18-24
40.70206,-73.749741,<18,41,1899-12-30 23:04:00,18-24
40.702228,-73.956039,18-24,36,1899-12-30 18:36:00,(null)
40.70247387,-73.79992086,18-24,41,1899-12-30 19:15:00,25-44
40.70253089,-73.81429299,18-24,41,1899-12-30 03:48:00,25-44
40.70267548,-73.93395238,18-24,36,1899-12-30 18:00:00,18-24
40.702907,-73.800061,25-44,41,1899-12-30 05:17:00,25-44
40.70293311,-73.78517201,25-44,41,1899-12-30 17:45:00,25-44
40.70334171,-73.80020318,<18,82,1899-12-30 14:40:00,(null)
40.703379,-73.787338,25-44,41,1899-12-30 23:56:00,25-44
40.703499,-73.920029,45-64,42,1899-12-30 19:00:00,25-44
40.70399,-73.939746,25-44,36,1899-12-30 13:33:00,(null)
40.70399,-73.939746,25-44,36,1899-12-30 18:35:00,18-24
40.70409073,-73.92764291,45-64,42,1899-12-30 19:13:00,45-64
40.704425,-73.917927,25-44,42,1899-12-30 06:41:00,(null)
40.7044350296655,-73.8937807141634,25-44,54,1899-12-30 03:00:00,(null)
40.70462487,-73.93502164,<18,36,1899-12-30 15:01:00,<18
40.70484741,-73.80111117,<18,41,1899-12-30 14:50:00,<18
40.706203,-73.864202,25-44,54,1899-12-30 00:10:00,(null)
40.706592,-73.795606,<18,41,1899-12-30 16:35:00,25-44
40.706592,-73.795606,25-44,41,1899-12-30 12:15:00,25-44
40.70663261,-73.80658821,25-44,41,1899-12-30 04:18:00,25-44
40.706647,-73.754276,25-44,82,1899-12-30 22:30:00,25-44
40.707046,-73.769402,25-44,41,1899-12-30 14:46:00,(null)
40.7072398161698,-73.7927267255908,18-24,41,1899-12-30 16:30:00,18-24
40.70730577,-73.75121376,<18,41,1899-12-30 22:40:00,(null)
40.707565,-73.799683,25-44,41,1899-12-30 08:05:00,(null)
40.708106,-73.965133,<18,36,1899-12-30 18:19:00,18-24
40.708721,-73.898228,45-64,216,1899-12-30 08:16:00,45-64
40.708791,-73.935773,25-44,36,1899-12-30 04:30:00,(null)
40.709501,-73.767502,18-24,82,1899-12-30 22:00:00,(null)
40.70999,-73.953108,25-44,36,1899-12-30 18:25:00,25-44
40.710631,-73.800093,18-24,25,1899-12-30 03:44:00,(null)
40.710631,-73.800093,25-44,25,1899-12-30 00:17:00,(null)
40.711331,-73.992223,18-24,280,1899-12-30 00:15:00,<18
40.711331,-73.992223,18-24,140,1899-12-30 00:15:00,25-44
40.711382,-74.000106,18-24,70,1899-12-30 14:40:00,25-44
40.711437,-73.981969,25-44,70,1899-12-30 01:30:00,25-44
40.712389,-73.784907,25-44,25,1899-12-30 03:40:00,25-44
40.712708,-73.989228,25-44,70,1899-12-30 12:23:00,<18
40.71299,-73.985992,25-44,70,1899-12-30 12:00:00,18-24
40.7160120119955,-73.9973320301008,25-44,70,1899-12-30 01:23:00,(null)
40.7163099917327,-73.9831660136947,25-44,70,1899-12-30 13:25:00,<18
40.71659232,-73.74291823,18-24,63,1899-12-30 20:03:00,18-24
40.71659232,-73.74291823,25-44,63,1899-12-30 20:03:00,18-24
40.7169248,-73.98321491,25-44,70,1899-12-30 03:42:00,(null)
40.717008,-73.938152,45-64,36,1899-12-30 01:50:00,25-44
40.717072,-73.819036,25-44,25,1899-12-30 00:34:00,18-24
40.717629,-73.99826,18-24,57,1899-12-30 22:18:00,18-24
40.71801843,-73.99995671,45-64,57,1899-12-30 11:42:00,25-44
40.71867,-73.986245,18-24,70,1899-12-30 18:54:00,18-24
40.7193,-73.992389,25-44,140,1899-12-30 22:05:00,<18
40.719373,-74.000231,45-64,57,1899-12-30 06:00:00,25-44
40.719467,-73.975034,25-44,70,1899-12-30 21:56:00,25-44
40.719917,-73.733314,25-44,63,1899-12-30 22:00:00,25-44
40.7206733,-73.97823191,18-24,70,1899-12-30 23:18:00,18-24
40.72068627,-73.8186689,18-24,25,1899-12-30 15:10:00,(null)
40.720763,-73.846429,25-44,40,1899-12-30 23:45:00,25-44
40.721109,-73.987359,25-44,70,1899-12-30 04:15:00,25-44
40.721169,-73.837661,45-64,40,1899-12-30 21:29:00,(null)
40.72178,-73.978978,25-44,70,1899-12-30 22:22:00,18-24
40.721994,-73.993394,45-64,57,1899-12-30 03:43:00,(null)
40.722079,-73.988194,25-44,70,1899-12-30 22:37:00,(null)
40.72253462,-73.95934514,18-24,36,1899-12-30 21:28:00,(null)
40.72278,-73.981345,25-44,70,1899-12-30 09:00:00,45-64
40.724401,-73.999856,25-44,114,1899-12-30 17:05:00,18-24
40.72469185,-73.75409283,18-24,25,1899-12-30 23:29:00,(null)
40.72664,-73.943721,25-44,36,1899-12-30 05:15:00,(null)
40.726817,-73.975988,25-44,70,1899-12-30 13:34:00,18-24
40.726998,-73.89357,25-44,54,1899-12-30 01:13:00,25-44
40.7270006940205,-73.9529831112437,18-24,36,1899-12-30 01:30:00,(null)
40.7270006940205,-73.9529831112437,18-24,36,1899-12-30 03:25:00,(null)
40.727129,-73.984192,25-44,70,1899-12-30 23:05:00,45-64
40.727598,-73.977819,18-24,140,1899-12-30 19:34:00,25-44
40.72761934,-73.84687505,45-64,40,1899-12-30 22:34:00,45-64
40.727772,-74.004299,25-44,57,1899-12-30 04:38:00,25-44
40.728417,-73.944962,18-24,36,1899-12-30 20:35:00,(null)
40.728417,-73.944962,25-44,72,1899-12-30 20:35:00,(null)
40.728417,-73.944962,45-64,36,1899-12-30 20:35:00,(null)
40.72848,-73.950365,18-24,36,1899-12-30 02:39:00,(null)
40.730142,-73.88781,<18,54,1899-12-30 13:30:00,<18
40.730265,-73.811895,18-24,25,1899-12-30 16:19:00,(null)
40.732054,-73.813346,25-44,50,1899-12-30 23:39:00,25-44
40.732918,-73.814859,18-24,25,1899-12-30 17:08:00,(null)
40.73397884,-73.99094318,18-24,57,1899-12-30 23:46:00,(null)
40.7342,-73.989341,25-44,70,1899-12-30 05:01:00,25-44
40.73442238,-73.92237069,25-44,53,1899-12-30 02:25:00,(null)
40.734681,-73.810626,18-24,25,1899-12-30 21:10:00,<18
40.735973,-73.954083,25-44,36,1899-12-30 18:16:00,18-24
40.737162,-73.78493,<18,25,1899-12-30 16:10:00,<18
40.737162,-73.78493,<18,25,1899-12-30 16:10:00,18-24
