Latitude,Longitude,VIC_AGE_GROUP,Součet hodnot: Community Districts,OCCUR_TIME,PERP_AGE_GROUP
40.737162,-73.78493,18-24,50,1899-12-30 16:10:00,<18
40.737162,-73.78493,18-24,50,1899-12-30 16:10:00,18-24
40.7376829,-73.85204816,45-64,66,1899-12-30 13:59:00,18-24
40.740256,-73.980633,1022,71,1899-12-30 16:48:00,18-24
40.74185,-73.85069,18-24,134,1899-12-30 10:40:00,18-24
40.741928,-73.993512,25-44,12,1899-12-30 00:15:00,25-44
40.7426636084461,-73.9980491084798,25-44,24,1899-12-30 22:00:00,25-44
40.7428752,-73.93393779,25-44,106,1899-12-30 06:05:00,(null)
40.743462,-74.00539,25-44,12,1899-12-30 21:34:00,25-44
40.743504,-73.994224,25-44,12,1899-12-30 03:33:00,(null)
40.744781,-73.898795,<18,53,1899-12-30 02:25:00,(null)
40.747153,-73.869859,25-44,132,1899-12-30 13:35:00,25-44
40.747826,-73.876604,18-24,66,1899-12-30 20:07:00,(null)
40.748344,-73.87717,18-24,66,1899-12-30 03:34:00,(null)
40.748879,-73.872107,18-24,65,1899-12-30 13:23:00,25-44
40.74893947,-73.85447013,25-44,66,1899-12-30 04:53:00,(null)
40.74921,-73.868941,<18,66,1899-12-30 14:53:00,<18
40.74929877,-73.89757673,25-44,53,1899-12-30 15:20:00,18-24
40.74930759,-73.86140607,25-44,132,1899-12-30 15:03:00,45-64
40.749576,-74.004654,25-44,48,1899-12-30 22:18:00,25-44
40.749576,-74.004654,25-44,48,1899-12-30 22:18:00,45-64
40.749984,-73.872038,18-24,65,1899-12-30 14:51:00,18-24
40.75053011,-73.87687613,25-44,65,1899-12-30 21:20:00,18-24
40.750567,-73.941772,25-44,53,1899-12-30 00:01:00,(null)
40.751938,-73.873344,18-24,130,1899-12-30 17:50:00,(null)
40.751938,-73.873344,45-64,65,1899-12-30 17:50:00,(null)
40.75203639,-73.94272089,25-44,53,1899-12-30 14:45:00,(null)
40.753493,-73.990661,18-24,22,1899-12-30 03:48:00,45-64
40.75364719,-73.74439223,25-44,26,1899-12-30 10:49:00,(null)
40.753997,-73.864793,45-64,65,1899-12-30 02:09:00,25-44
40.754692,-73.9935,18-24,24,1899-12-30 00:10:00,18-24
40.754692,-73.9935,18-24,12,1899-12-30 00:10:00,25-44
40.754692,-73.9935,25-44,24,1899-12-30 00:10:00,18-24
40.754692,-73.9935,25-44,12,1899-12-30 00:10:00,25-44
40.754926,-73.910388,45-64,39,1899-12-30 06:25:00,25-44
40.755434,-73.943421,18-24,39,1899-12-30 20:22:00,25-44
40.755434,-73.943421,45-64,39,1899-12-30 01:43:00,25-44
40.755607,-73.884903,18-24,65,1899-12-30 02:29:00,18-24
40.755607,-73.884903,25-44,65,1899-12-30 02:29:00,18-24
40.7560575,-73.94282211,25-44,39,1899-12-30 01:30:00,25-44
40.756161,-73.971561,25-44,142,1899-12-30 04:15:00,25-44
40.756266,-73.945013,25-44,39,1899-12-30 21:45:00,(null)
40.75629,-73.878395,<18,65,1899-12-30 15:20:00,<18
40.7568201683051,-73.9711432633524,18-24,71,1899-12-30 02:39:00,25-44
40.757257,-73.831574,25-44,22,1899-12-30 16:50:00,45-64
40.757421,-73.997079,25-44,12,1899-12-30 05:20:00,25-44
40.757826,-73.919931,25-44,39,1899-12-30 04:49:00,(null)
40.758678,-73.82034,45-64,22,1899-12-30 16:15:00,(null)
40.759443,-73.893651,18-24,65,1899-12-30 18:33:00,18-24
40.759443,-73.893651,18-24,65,1899-12-30 18:33:00,25-44
40.7596334,-73.90147013,18-24,39,1899-12-30 02:40:00,(null)
40.760042,-73.991458,18-24,12,1899-12-30 04:28:00,(null)
40.760149,-73.983952,18-24,11,1899-12-30 04:15:00,(null)
40.7603961392658,-73.7675025349456,<18,26,1899-12-30 15:08:00,<18
40.7603961392658,-73.7675025349456,18-24,26,1899-12-30 02:56:00,(null)
40.761665,-73.938595,25-44,39,1899-12-30 14:48:00,<18
40.762296,-73.841919,18-24,67,1899-12-30 13:23:00,(null)
40.76279,-73.869339,18-24,65,1899-12-30 19:29:00,18-24
40.76280983,-73.99316654,18-24,12,1899-12-30 05:00:00,18-24
40.763784,-73.997415,18-24,12,1899-12-30 04:05:00,25-44
40.764106,-73.821156,25-44,22,1899-12-30 21:48:00,(null)
40.764613,-73.833362,25-44,22,1899-12-30 22:15:00,25-44
40.764651,-73.828,25-44,22,1899-12-30 20:50:00,(null)
40.764711,-73.989914,45-64,12,1899-12-30 01:17:00,25-44
40.764711,-73.989914,45-64,12,1899-12-30 01:17:00,45-64
40.766224,-73.927497,25-44,39,1899-12-30 01:40:00,25-44
40.766533,-73.9923,25-44,12,1899-12-30 11:10:00,18-24
40.768139,-73.910433,25-44,39,1899-12-30 01:40:00,18-24
40.768139,-73.910433,25-44,39,1899-12-30 01:40:00,25-44
40.769734,-73.909869,25-44,39,1899-12-30 01:36:00,(null)
40.770156,-73.915127,18-24,39,1899-12-30 03:52:00,(null)
40.770156,-73.915127,25-44,39,1899-12-30 03:52:00,(null)
40.770724,-73.833724,18-24,22,1899-12-30 01:45:00,(null)
40.772921,-73.933414,25-44,39,1899-12-30 07:30:00,(null)
40.773785,-73.936279,18-24,39,1899-12-30 17:05:00,25-44
40.775158,-73.93478,25-44,39,1899-12-30 01:15:00,(null)
40.775981,-73.91048,25-44,39,1899-12-30 01:43:00,(null)
40.777638,-73.982369,25-44,20,1899-12-30 04:20:00,<18
40.777638,-73.982369,25-44,60,1899-12-30 04:20:00,18-24
40.777638,-73.982369,25-44,20,1899-12-30 04:20:00,25-44
40.78324782,-73.9447234,18-24,23,1899-12-30 19:45:00,(null)
40.784854,-73.950625,18-24,23,1899-12-30 20:23:00,18-24
40.784873,-73.846284,25-44,22,1899-12-30 16:55:00,25-44
40.786582,-73.940798,25-44,14,1899-12-30 02:02:00,18-24
40.786582,-73.940798,25-44,14,1899-12-30 02:02:00,25-44
40.78756,-73.943129,25-44,7,1899-12-30 02:50:00,(null)
40.78845,-73.939372,<18,14,1899-12-30 20:49:00,18-24
40.78845,-73.939372,18-24,7,1899-12-30 19:20:00,18-24
40.78845,-73.939372,25-44,7,1899-12-30 17:15:00,25-44
40.78845,-73.939372,25-44,7,1899-12-30 20:04:00,(null)
40.788526,-73.945439,25-44,7,1899-12-30 02:38:00,(null)
40.788824,-73.951937,18-24,14,1899-12-30 01:31:00,18-24
40.789323,-73.946316,25-44,28,1899-12-30 11:10:00,25-44
40.789794,-73.952288,45-64,7,1899-12-30 19:55:00,25-44
40.79025281,-73.94563486,45-64,7,1899-12-30 22:58:00,25-44
40.792617,-73.95023,45-64,7,1899-12-30 22:58:00,(null)
40.793778,-73.937034,18-24,7,1899-12-30 20:42:00,18-24
40.793944,-73.949261,25-44,7,1899-12-30 05:19:00,25-44
40.794086,-73.936809,25-44,7,1899-12-30 05:45:00,25-44
40.794443,-73.94258,25-44,7,1899-12-30 23:16:00,(null)
40.794443,-73.94258,45-64,7,1899-12-30 23:16:00,(null)
40.795659,-73.935662,25-44,7,1899-12-30 22:56:00,18-24
40.795754,-73.943715,25-44,14,1899-12-30 01:55:00,(null)
40.795807,-73.937099,25-44,14,1899-12-30 23:30:00,25-44
40.796382,-73.964958,18-24,20,1899-12-30 19:21:00,25-44
40.796382,-73.964958,25-44,20,1899-12-30 12:17:00,25-44
40.796382,-73.964958,25-44,20,1899-12-30 19:21:00,25-44
40.796412,-73.949555,<18,7,1899-12-30 16:57:00,<18
40.797008,-73.942802,18-24,7,1899-12-30 18:26:00,18-24
40.797475,-73.938898,25-44,7,1899-12-30 19:35:00,18-24
40.797621,-73.934223,25-44,7,1899-12-30 16:30:00,25-44
40.79763944,-73.93126854,25-44,14,1899-12-30 22:55:00,18-24
40.798141,-73.970169,25-44,20,1899-12-30 13:31:00,25-44
40.798158,-73.950401,25-44,18,1899-12-30 21:25:00,(null)
40.798252,-73.942864,25-44,7,1899-12-30 23:43:00,(null)
40.798285,-73.94082,18-24,7,1899-12-30 00:47:00,25-44
40.798961,-73.943488,25-44,7,1899-12-30 03:00:00,25-44
40.799522,-73.932838,25-44,7,1899-12-30 20:20:00,(null)
40.799522,-73.932838,25-44,7,1899-12-30 21:34:00,25-44
40.79970085,-73.96996382,25-44,20,1899-12-30 03:31:00,25-44
40.79987,-73.935634,25-44,7,1899-12-30 19:30:00,(null)
40.79993102,-73.94066426,25-44,7,1899-12-30 22:27:00,(null)
40.800244,-73.940436,25-44,14,1899-12-30 20:10:00,18-24
40.800269,-73.941469,18-24,7,1899-12-30 21:49:00,45-64
40.800269,-73.941469,25-44,7,1899-12-30 21:49:00,45-64
40.800405,-73.950864,18-24,18,1899-12-30 15:29:00,18-24
40.800647,-73.94858,18-24,18,1899-12-30 15:22:00,18-24
40.80072072,-73.95063603,25-44,18,1899-12-30 18:13:00,<18
40.80072072,-73.95063603,25-44,18,1899-12-30 18:13:00,18-24
40.800896,-73.941011,25-44,7,1899-12-30 06:15:00,<18
40.8009303727402,-73.9410982410066,18-24,56,1899-12-30 00:36:00,(null)
40.8009303727402,-73.9410982410066,18-24,7,1899-12-30 15:09:00,18-24
40.8009303727402,-73.9410982410066,25-44,14,1899-12-30 00:36:00,(null)
40.800987,-73.953221,25-44,18,1899-12-30 16:30:00,25-44
40.801003,-73.945161,25-44,14,1899-12-30 19:09:00,25-44
40.801108,-73.952532,25-44,18,1899-12-30 22:21:00,25-44
40.801258,-73.955816,<18,18,1899-12-30 09:25:00,25-44
40.8013326,-73.9501877,25-44,18,1899-12-30 22:50:00,25-44
40.8013326,-73.9501877,45-64,18,1899-12-30 21:00:00,(null)
40.80191585,-73.95347777,18-24,18,1899-12-30 15:22:00,18-24
40.802083,-73.936999,18-24,7,1899-12-30 21:59:00,18-24
40.802083,-73.936999,18-24,7,1899-12-30 21:59:00,25-44
40.802083,-73.936999,18-24,7,1899-12-30 21:59:00,45-64
40.802516,-73.954899,25-44,18,1899-12-30 19:54:00,<18
40.802758,-73.9386,25-44,7,1899-12-30 22:25:00,<18
40.802758,-73.9386,25-44,7,1899-12-30 22:25:00,18-24
40.802758,-73.9386,25-44,7,1899-12-30 22:25:00,25-44
40.802783,-73.939633,<18,7,1899-12-30 20:05:00,(null)
40.803278,-73.946662,25-44,18,1899-12-30 23:00:00,25-44
40.803799,-73.915795,25-44,49,1899-12-30 19:05:00,(null)
40.804292,-73.909401,25-44,49,1899-12-30 06:00:00,18-24
40.804292,-73.909401,25-44,49,1899-12-30 06:00:00,25-44
40.804487,-73.914084,18-24,98,1899-12-30 16:10:00,25-44
40.804487,-73.914084,25-44,98,1899-12-30 16:10:00,25-44
40.804711,-73.937173,25-44,7,1899-12-30 22:38:00,25-44
40.804711,-73.937173,45-64,7,1899-12-30 13:30:00,25-44
40.80487193,-73.91499563,18-24,49,1899-12-30 13:44:00,18-24
40.805251,-73.923716,25-44,49,1899-12-30 20:40:00,(null)
40.805388,-73.937736,25-44,7,1899-12-30 11:34:00,25-44
40.80606683,-73.9090412,25-44,49,1899-12-30 00:54:00,(null)
40.806195,-73.916003,25-44,49,1899-12-30 20:28:00,(null)
40.806231,-73.918204,25-44,49,1899-12-30 07:27:00,25-44
40.806231,-73.918204,25-44,49,1899-12-30 21:35:00,25-44
40.806574,-73.922875,18-24,49,1899-12-30 09:20:00,18-24
40.806574,-73.922875,18-24,49,1899-12-30 09:20:00,25-44
40.806635,-73.936826,<18,14,1899-12-30 16:20:00,<18
40.806635,-73.936826,25-44,7,1899-12-30 03:10:00,(null)
40.80687622,-73.9197215,25-44,49,1899-12-30 20:00:00,18-24
40.806901,-73.884017,25-44,8,1899-12-30 13:13:00,(null)
40.806981,-73.95155,45-64,18,1899-12-30 23:17:00,45-64
40.807401,-73.941544,25-44,7,1899-12-30 01:50:00,(null)
40.807698,-73.947398,25-44,18,1899-12-30 00:35:00,25-44
40.80773,-73.91963,45-64,49,1899-12-30 02:40:00,45-64
40.807768,-73.943382,<18,18,1899-12-30 12:06:00,18-24
40.808109,-73.945238,18-24,18,1899-12-30 06:58:00,18-24
40.808109,-73.945238,45-64,18,1899-12-30 06:58:00,18-24
40.808365,-73.914108,<18,49,1899-12-30 18:10:00,<18
40.8084177460021,-73.9524740603515,45-64,18,1899-12-30 06:47:00,25-44
40.808506,-73.921466,25-44,49,1899-12-30 23:39:00,(null)
40.808619,-73.939598,45-64,7,1899-12-30 13:36:00,(null)
40.809103,-73.925,<18,49,1899-12-30 19:30:00,18-24
40.809298,-73.925449,18-24,49,1899-12-30 11:55:00,18-24
40.809573,-73.949746,18-24,18,1899-12-30 15:24:00,<18
40.809573,-73.949746,18-24,18,1899-12-30 15:24:00,18-24
40.809573,-73.949746,18-24,18,1899-12-30 15:48:00,18-24
40.809573,-73.949746,45-64,18,1899-12-30 15:24:00,<18
40.809573,-73.949746,45-64,18,1899-12-30 15:24:00,18-24
40.809638,-73.942015,25-44,36,1899-12-30 02:10:00,18-24
40.809638,-73.942015,25-44,36,1899-12-30 02:10:00,25-44
40.80985,-73.937644,25-44,7,1899-12-30 19:29:00,18-24
40.80985,-73.937644,25-44,14,1899-12-30 19:29:00,25-44
40.81020941,-73.9394955,25-44,18,1899-12-30 03:29:00,18-24
40.81031855,-73.94362441,25-44,18,1899-12-30 21:42:00,<18
40.81031855,-73.94362441,25-44,18,1899-12-30 21:42:00,18-24
40.8103518634571,-73.924942325642,18-24,49,1899-12-30 10:50:00,18-24
40.8103518634571,-73.924942325642,18-24,49,1899-12-30 10:50:00,25-44
40.810401,-73.884923,18-24,8,1899-12-30 05:30:00,(null)
40.810469,-73.951878,18-24,18,1899-12-30 18:33:00,18-24
40.810515,-73.93525,25-44,7,1899-12-30 20:30:00,(null)
40.81063,-73.943399,18-24,18,1899-12-30 01:30:00,18-24
40.81063,-73.943399,18-24,18,1899-12-30 01:30:00,25-44
40.811106,-73.925518,25-44,49,1899-12-30 00:10:00,(null)
40.811123,-73.936714,45-64,7,1899-12-30 18:15:00,<18
40.811123,-73.936714,45-64,7,1899-12-30 18:15:00,18-24
40.811123,-73.936714,45-64,7,1899-12-30 18:15:00,25-44
40.811507,-73.922606,25-44,147,1899-12-30 12:25:00,(null)
40.811507,-73.922606,45-64,49,1899-12-30 12:25:00,(null)
40.811529,-73.940633,45-64,18,1899-12-30 15:10:00,45-64
40.811712,-73.92597,25-44,49,1899-12-30 04:15:00,18-24
40.811743,-73.950861,25-44,18,1899-12-30 16:00:00,45-64
40.811804,-73.954903,<18,37,1899-12-30 21:13:00,(null)
40.812117,-73.910273,<18,49,1899-12-30 00:54:00,18-24
40.812289,-73.923499,25-44,49,1899-12-30 17:22:00,<18
40.812515,-73.921193,18-24,49,1899-12-30 01:26:00,<18
40.812515,-73.921193,25-44,49,1899-12-30 20:14:00,25-44
40.812515,-73.921193,45-64,49,1899-12-30 20:14:00,25-44
40.812518,-73.924424,65+,49,1899-12-30 19:50:00,18-24
40.812633,-73.915093,25-44,49,1899-12-30 18:00:00,25-44
40.812684,-73.904324,25-44,8,1899-12-30 22:20:00,(null)
40.812837,-73.921971,18-24,49,1899-12-30 11:00:00,18-24
40.813048,-73.949067,18-24,18,1899-12-30 00:49:00,25-44
40.81308,-73.888027,18-24,8,1899-12-30 11:03:00,(null)
40.813196,-73.958257,45-64,37,1899-12-30 13:43:00,25-44
40.813208,-73.916848,25-44,49,1899-12-30 11:22:00,18-24
40.813208,-73.916848,25-44,49,1899-12-30 22:15:00,45-64
40.81323333,-73.90907475,18-24,98,1899-12-30 18:10:00,(null)
40.813254,-73.951546,25-44,37,1899-12-30 21:51:00,(null)
40.813343,-73.946995,25-44,18,1899-12-30 03:38:00,18-24
40.813343,-73.946995,25-44,18,1899-12-30 03:38:00,25-44
40.813528,-73.884787,45-64,8,1899-12-30 23:57:00,<18
40.813528,-73.884787,45-64,8,1899-12-30 23:57:00,18-24
40.813585,-73.949347,18-24,18,1899-12-30 18:03:00,(null)
40.813585,-73.949347,25-44,18,1899-12-30 17:43:00,(null)
40.814178,-73.898436,18-24,8,1899-12-30 05:03:00,25-44
40.814259,-73.948183,25-44,18,1899-12-30 17:40:00,18-24
40.814608,-73.946068,18-24,18,1899-12-30 15:18:00,<18
40.814706,-73.942277,18-24,18,1899-12-30 18:19:00,45-64
40.814706,-73.942277,25-44,18,1899-12-30 18:19:00,45-64
40.814706,-73.942277,25-44,36,1899-12-30 21:15:00,25-44
40.814715,-73.924507,25-44,49,1899-12-30 15:50:00,(null)
40.815057,-73.935946,18-24,72,1899-12-30 08:19:00,25-44
40.815057,-73.935946,25-44,72,1899-12-30 08:19:00,25-44
40.815187,-73.90641,25-44,49,1899-12-30 19:04:00,(null)
40.815318,-73.915863,25-44,49,1899-12-30 00:30:00,25-44
40.815912,-73.907491,<18,49,1899-12-30 14:00:00,(null)
40.815912,-73.907491,18-24,49,1899-12-30 14:00:00,(null)
40.81591307653,-73.9451493066481,18-24,18,1899-12-30 16:46:00,<18
40.81591307653,-73.9451493066481,18-24,18,1899-12-30 23:33:00,18-24
40.81591307653,-73.9451493066481,18-24,18,1899-12-30 23:33:00,25-44
40.81591307653,-73.9451493066481,25-44,18,1899-12-30 00:21:00,25-44
40.81591307653,-73.9451493066481,25-44,18,1899-12-30 22:28:00,25-44
40.81591307653,-73.9451493066481,45-64,18,1899-12-30 17:30:00,25-44
40.815975,-73.957291,25-44,37,1899-12-30 21:35:00,(null)
40.816288,-73.942983,25-44,18,1899-12-30 18:50:00,18-24
40.816458,-73.907805,25-44,49,1899-12-30 20:50:00,18-24
40.81666199,-73.93899107,25-44,18,1899-12-30 07:15:00,(null)
40.816771,-73.907303,25-44,49,1899-12-30 15:32:00,65+
40.816839,-73.946301,18-24,18,1899-12-30 02:09:00,18-24
40.816964,-73.888178,25-44,8,1899-12-30 19:07:00,25-44
40.81698,-73.953637,25-44,37,1899-12-30 02:28:00,18-24
40.81721463,-73.93094485,18-24,49,1899-12-30 15:37:00,18-24
40.81721463,-73.93094485,18-24,98,1899-12-30 15:37:00,25-44
40.817242,-73.957162,<18,37,1899-12-30 20:55:00,(null)
40.817242,-73.957162,45-64,37,1899-12-30 16:31:00,<18
40.817348,-73.90933,25-44,49,1899-12-30 10:33:00,18-24
40.818355,-73.907057,45-64,49,1899-12-30 16:00:00,<18
40.81901529,-73.84802682,25-44,58,1899-12-30 02:00:00,(null)
40.819019,-73.898391,25-44,32,1899-12-30 19:42:00,(null)
40.819073,-73.900843,18-24,8,1899-12-30 11:51:00,25-44
40.819261,-73.951972,45-64,37,1899-12-30 01:15:00,45-64
40.819383,-73.845297,<18,58,1899-12-30 17:03:00,18-24
40.819542,-73.911486,<18,196,1899-12-30 13:39:00,<18
40.819673,-73.90946,18-24,49,1899-12-30 17:45:00,25-44
40.819742,-73.9386,18-24,18,1899-12-30 23:01:00,(null)
40.819742,-73.9386,25-44,18,1899-12-30 23:01:00,(null)
40.820006,-73.886973,25-44,8,1899-12-30 05:28:00,25-44
40.820006,-73.886973,25-44,8,1899-12-30 19:30:00,(null)
40.820137,-73.892278,25-44,8,1899-12-30 15:41:00,25-44
40.820171,-73.953165,45-64,37,1899-12-30 18:35:00,18-24
40.820316,-73.862722,<18,58,1899-12-30 16:48:00,(null)
40.820368,-73.938143,25-44,18,1899-12-30 22:00:00,18-24
40.82042,-73.893884,18-24,8,1899-12-30 04:14:00,18-24
40.820498,-73.894911,18-24,8,1899-12-30 20:24:00,<18
40.820609,-73.914786,18-24,49,1899-12-30 13:30:00,18-24
40.820609,-73.914786,18-24,49,1899-12-30 13:30:00,25-44
40.82064782,-73.91771413,18-24,49,1899-12-30 20:08:00,25-44
40.820743,-73.848431,<18,58,1899-12-30 02:39:00,(null)
40.820946,-73.858016,25-44,58,1899-12-30 20:45:00,(null)
40.820946,-73.866221,18-24,58,1899-12-30 11:19:00,18-24
40.821173,-73.912369,25-44,49,1899-12-30 01:28:00,(null)
40.82119,-73.943962,25-44,18,1899-12-30 00:27:00,25-44
40.821199,-73.944854,25-44,36,1899-12-30 02:58:00,25-44
40.821226,-73.87273,25-44,58,1899-12-30 16:18:00,25-44
40.821226,-73.87273,25-44,58,1899-12-30 16:18:00,45-64
40.821273,-73.917418,25-44,49,1899-12-30 21:34:00,25-44
40.821301,-73.822195,18-24,43,1899-12-30 17:34:00,18-24
40.821302,-73.904623,18-24,34,1899-12-30 20:27:00,25-44
40.821562,-73.918498,<18,49,1899-12-30 21:23:00,(null)
40.821562,-73.918498,18-24,98,1899-12-30 02:50:00,(null)
40.82169684,-73.95291115,45-64,37,1899-12-30 15:33:00,25-44
40.821729,-73.892866,<18,8,1899-12-30 10:29:00,18-24
40.821729,-73.892866,18-24,8,1899-12-30 10:29:00,18-24
40.821812,-73.895871,18-24,8,1899-12-30 09:50:00,25-44
40.821812,-73.895871,25-44,8,1899-12-30 08:09:00,<18
40.821812,-73.895871,25-44,8,1899-12-30 08:09:00,18-24
40.821812,-73.895871,25-44,8,1899-12-30 09:50:00,25-44
40.821903,-73.903466,45-64,34,1899-12-30 23:41:00,25-44
40.82194478,-73.92809285,25-44,50,1899-12-30 10:45:00,(null)
40.822057,-73.874812,18-24,58,1899-12-30 18:09:00,(null)
40.822076,-73.890328,25-44,8,1899-12-30 23:57:00,25-44
40.822248,-73.920102,<18,50,1899-12-30 03:23:00,(null)
40.822248,-73.920102,<18,50,1899-12-30 04:05:00,(null)
40.822248,-73.920102,25-44,50,1899-12-30 00:15:00,25-44
40.8222710411331,-73.911697780277,<18,34,1899-12-30 18:24:00,18-24
40.8222710411331,-73.911697780277,25-44,34,1899-12-30 21:21:00,(null)
40.8222710411331,-73.911697780277,45-64,34,1899-12-30 04:27:00,(null)
40.822332,-73.936708,18-24,18,1899-12-30 02:43:00,25-44
40.822374,-73.896369,<18,8,1899-12-30 16:50:00,<18
40.822374,-73.896369,<18,8,1899-12-30 16:50:00,18-24
40.822526,-73.906095,18-24,34,1899-12-30 21:00:00,(null)
40.822599,-73.944344,18-24,74,1899-12-30 14:46:00,18-24
40.822649,-73.867314,18-24,58,1899-12-30 21:18:00,(null)
40.822734,-73.919347,25-44,50,1899-12-30 01:56:00,18-24
40.822734,-73.919347,25-44,50,1899-12-30 21:30:00,(null)
40.8229123084767,-73.8700413043181,18-24,58,1899-12-30 14:36:00,18-24
40.8229123084767,-73.8700413043181,18-24,58,1899-12-30 14:57:00,18-24
40.8229123084767,-73.8700413043181,25-44,58,1899-12-30 20:16:00,18-24
40.82321289,-73.89888654,<18,16,1899-12-30 23:25:00,(null)
40.823278,-73.909167,18-24,34,1899-12-30 23:42:00,18-24
40.82338475,-73.91833943,45-64,50,1899-12-30 13:30:00,(null)
40.82384,-73.9443,25-44,37,1899-12-30 14:05:00,18-24
40.823875,-73.937448,45-64,36,1899-12-30 01:13:00,25-44
40.823935,-73.917485,25-44,34,1899-12-30 02:12:00,25-44
40.823935,-73.917485,45-64,34,1899-12-30 17:43:00,25-44
40.823965,-73.852337,<18,58,1899-12-30 22:59:00,18-24
40.824201,-73.906494,45-64,34,1899-12-30 22:02:00,45-64
40.824684,-73.860868,25-44,116,1899-12-30 20:35:00,25-44
40.824898,-73.947852,25-44,37,1899-12-30 21:27:00,<18
40.825109,-73.86841,18-24,58,1899-12-30 13:09:00,18-24
40.82516,-73.949519,25-44,37,1899-12-30 17:00:00,25-44
40.825285,-73.917538,25-44,100,1899-12-30 19:23:00,25-44
40.82529,-73.820693,25-44,43,1899-12-30 06:45:00,18-24
40.82529,-73.820693,25-44,86,1899-12-30 06:45:00,25-44
40.825569,-73.947361,25-44,37,1899-12-30 03:29:00,18-24
40.825831,-73.949027,25-44,74,1899-12-30 19:42:00,18-24
40.825849,-73.870821,18-24,58,1899-12-30 02:35:00,(null)
40.82597381,-73.9156299,25-44,50,1899-12-30 23:50:00,25-44
40.826047,-73.9182,25-44,50,1899-12-30 08:55:00,(null)
40.826103,-73.904607,25-44,34,1899-12-30 01:52:00,(null)
40.826163,-73.91683,25-44,50,1899-12-30 22:27:00,25-44
40.8263,-73.943208,<18,37,1899-12-30 15:21:00,25-44
40.826315,-73.939375,25-44,18,1899-12-30 22:30:00,<18
40.826328,-73.901945,25-44,34,1899-12-30 18:53:00,(null)
40.826503,-73.948536,25-44,37,1899-12-30 19:48:00,(null)
40.826741,-73.908513,45-64,34,1899-12-30 00:18:00,18-24
40.826743,-73.952273,25-44,74,1899-12-30 13:15:00,18-24
40.826743,-73.952273,25-44,37,1899-12-30 13:15:00,25-44
40.826939,-73.93892,18-24,36,1899-12-30 20:17:00,18-24
40.827391,-73.85156,25-44,58,1899-12-30 06:22:00,25-44
40.82755688,-73.91476069,<18,50,1899-12-30 19:59:00,18-24
40.827709,-73.890892,25-44,34,1899-12-30 19:53:00,25-44
40.827787,-73.899001,18-24,34,1899-12-30 22:50:00,25-44
40.827787,-73.899001,25-44,34,1899-12-30 21:14:00,(null)
40.827964,-73.850116,45-64,58,1899-12-30 00:46:00,(null)
40.828648,-73.92323,25-44,50,1899-12-30 01:56:00,25-44
40.829286,-73.948364,18-24,37,1899-12-30 23:15:00,(null)
40.829286,-73.948364,25-44,37,1899-12-30 02:55:00,(null)
40.829451,-73.937954,18-24,18,1899-12-30 00:28:00,18-24
40.829956,-73.936699,45-64,18,1899-12-30 23:53:00,(null)
